id,locale,alias,type,entity_id
10117,fr,Jiangxi,French Name,2350
10118,en,CN-36,iso-3166-2,2350
10119,en,JX; Jiāngxī; Jiāngxī Shěng; Kongsi; Gong Si Sen; Chiang-hsi,abbreviation,2350
10120,de,Shandong,German Name,2351
10121,es,Shandong,Spanish Name,2351
10122,fr,Shandong,French Name,2351
10123,en,CN-37,iso-3166-2,2351
10124,en,SD; Lǔ; Shāndōng Shěng; Shantung,abbreviation,2351
10125,de,Henan,German Name,2352
10126,es,Henan,Spanish Name,2352
10127,fr,Henan,French Name,2352
10128,en,CN-41,iso-3166-2,2352
10129,en,HA; HEN; Yù; Hénán Shěn;  Zhongyuan; Zhongzhou,abbreviation,2352
10130,de,Hubei,German Name,2353
10131,es,Hubei,Spanish Name,2353
10132,fr,Hubei,French Name,2353
10133,en,CN-42,iso-3166-2,2353
10134,en,HB; È; Húběi Shěng,abbreviation,2353
10135,de,Hunan,German Name,2354
10136,es,Hunan,Spanish Name,2354
10137,fr,Hunan,French Name,2354
10138,en,CN-43,iso-3166-2,2354
10139,en,HN; Xiāng; Húnán Shěng; Húnán; Shuangfeng; Changsha,abbreviation,2354
10140,de,Guangdong,German Name,2355
10141,es,Guangdong,Spanish Name,2355
10142,fr,Guangdong,French Name,2355
10143,en,CN-44,iso-3166-2,2355
10144,en,GD; Yuè; Jyut; Guǎngdōng Shěng; Canton; Kwangtung,abbreviation,2355
10145,de,Hainan,German Name,2356
10146,es,Hainan,Spanish Name,2356
10147,fr,Hainan,French Name,2356
10148,en,CN-46,iso-3166-2,2356
10149,en,HI; Qióng; khêng; king; Hǎinán Shěng,abbreviation,2356
10150,de,Sichuan,German Name,2357
10151,es,Sichuan,Spanish Name,2357
10152,fr,Sichuan,French Name,2357
10153,en,CN-51,iso-3166-2,2357
10154,en,SC; Chuān; Shǔ; Cuan; Su; Si cuan Sen; Sìchuān Shěng; Szechuan,abbreviation,2357
10155,de,Guizhou,German Name,2358
10156,es,Guizhou,Spanish Name,2358
10157,fr,Guizhou,French Name,2358
10158,en,CN-52,iso-3166-2,2358
10159,en,GZ; Qián; Guì; Guìzhōu Shěng,abbreviation,2358
10160,de,Yunnan,German Name,2359
10161,es,Yunnan,Spanish Name,2359
10162,fr,Yunnan,French Name,2359
10163,en,CN-53,iso-3166-2,2359
10164,en,YN; Diān; Yún; Yúnnán Shěng,abbreviation,2359
10165,de,Shaanxi,German Name,2360
10166,es,Shaanxi,Spanish Name,2360
10167,fr,Shaanxi,French Name,2360
10168,en,CN-61,iso-3166-2,2360
10169,en,SN; Shǎn; Qín; Shǎnxī Shěng,abbreviation,2360
10170,de,Gansu,German Name,2361
10171,es,Gansu,Spanish Name,2361
10172,fr,Gansu,French Name,2361
10173,en,CN-62,iso-3166-2,2361
10174,en,GS; Gān; Lǒng; Gānsù Shěng; Kan su'u,abbreviation,2361
10175,de,Qinghai,German Name,2362
10176,es,Qinghai,Spanish Name,2362
10177,fr,Qinghai,French Name,2362
10178,en,CN-63,iso-3166-2,2362
10179,en,QH; Qīng; Qīnghǎi Shěng; Kokonur,abbreviation,2362
10180,de,England,German Name,2363
10181,es,Inglaterra,Spanish Name,2363
10182,fr,L'Angleterre; Angleterre,French Name,2363
10183,en,GB-ENG,iso-3166-2,2363
10184,de,Nordirland,German Name,2364
10185,es,Irlanda del Norte,Spanish Name,2364
10186,fr,Irlande du Nord,French Name,2364
10187,en,GB-NIR,iso-3166-2,2364
10188,de,Wales,German Name,2365
10189,es,Gales,Spanish Name,2365
10190,fr,Pays de Galles,French Name,2365
10191,en,GB-WLS,iso-3166-2,2365
10192,de,Schottland,German Name,2366
10193,es,Escocia,Spanish Name,2366
10194,fr,Écosse,French Name,2366
10195,en,GB-SCT,iso-3166-2,2366
10196,de,Nordostengland,German Name,2367
10197,es,Nordeste de Inglaterra,Spanish Name,2367
10198,fr,Angleterre du Nord-Est,French Name,2367
10199,de,Östliche Midlands,German Name,2368
10200,es,Midlands del este,Spanish Name,2368
10201,fr,Midlands de l'Est,French Name,2368
10202,de,Yorkshire und Humbergegend,German Name,2369
10203,es,Yorkshire y Humber,Spanish Name,2369
10204,fr,Yorkshire-et-Humber ,French Name,2369
10205,de,Südwestengland,German Name,2370
10206,es,Sudoeste de Inglaterra,Spanish Name,2370
10207,fr,Angleterre du Sud-Ouest ,French Name,2370
10208,de,Westliche Midlands,German Name,2371
10209,es,Midlands del Oeste,Spanish Name,2371
10210,fr,Midlands de l'Ouest,French Name,2371
10211,de,Ostengland,German Name,2372
10212,es,Este de Inglaterra,Spanish Name,2372
10213,fr,Angleterre de l'Est,French Name,2372
10214,de,Nordwestengland,German Name,2373
10215,es,Noroeste de Inglaterra,Spanish Name,2373
10216,fr,Angleterre du Nord-Ouest,French Name,2373
10217,de,Groß-London,German Name,2374
10218,es,Gran Londres,Spanish Name,2374
10219,fr,Grand Londres,French Name,2374
10220,de,Südostengland,German Name,2375
10221,es,Sudeste de Inglaterra,Spanish Name,2375
10222,fr,Angleterre du Sud-Est,French Name,2375
